id,prompt
78b1ba881f33cdc22e61cafd7a1b20a4,The image shows a gray power button icon with a circle enclosing a vertical line.
db82e3784a60c9c9f3db667cf53a7855,"A black magnifying glass icon on a white background, featuring a circular lens and a handle."
b81e1ec1740a7b11cd4821adf6dbe19b,A blue rectangular icon with three horizontal black lines aligned vertically in the center.
a1822f1e1e899bcaf1e5e3cecb02d7ca,A simple blue icon representing a trash can or bin.
db82a4a661507741ca0f6da7bdaee1c6,A grid with a red 'X' mark at the top left corner and a blue vertical bar in the center.
0d31244c36f30e28fe93b814641bc343,A simple line drawing of a floor lamp with a rectangular shade.
32c32e232654d64a03ef21e65f62578f,A simple illustration of a classic-style microphone with a rounded top and a stand.
thesantatitan_deepseek-svg-dataset_0000687,Generate svg code for an image that looks like: a bicycle with a yellow seat and black background. Don't use markdown just give svg code
76cd9ce8bd8c824e3ef75f4d114114d1,A simple icon depicting a contact or profile in a notebook.
dd6c00e847681e312f0bddc999e60693,A document icon with a bookmark and a stamp symbolizing official or formal documentation.
5b2c72f60d01bb99ae45460a3539acd3,A simple line drawing of a geometric shape resembling a trapezoid within a larger square.
c2b6cc5e1354c632e1f672d7eb30bc2e,"The image shows a simple black line drawing of two overlapping icons against a white background. The top icon has a circular head and a rounded body, while the bottom icon features a circular shape with a horizontal line through it, positioned below and slightly to the right of the first icon."
4f82c239dd7865d70480fa760082e950,"The image features a bright pink rectangular frame containing a white inner border, divided into four smaller square sections with a light pink fill."
38f572d88d5ffd17a89013711afd22c9,A minimalist icon featuring a square with a central sound wave design.
42efbb57f659a5d2ba4a12960936f87f,"A flag with a green field on the left and a white field on the right, featuring a red crescent moon and star."
0b79739fa4bcb122783788213c782721,"The image features a logo consisting of two distinct elements: a stylized blue 'E' inside a dark blue outlined square, and a yellow lowercase 'n' positioned to the right of the square."
c8c93c790f4af02010dc5ae4b7977186,A red magnifying glass icon with a document-like shape behind it.
c9515952342a43cf72b8a7727c194f03,"The image depicts a black folder icon with a paperclip symbol inside it, set against a white background."
e9bb9c99188432d39681c16f3932baa8,A stylized orange credit card icon with a white stripe and three lines on the bottom right.
93319c64-c2b3-4b7a-a210-e95e9831f06f,A round icon featuring a central asterisk symbol.
1b36f0fd37021a1d271d1e655ab88e91,A simple circular icon with a blue play button in the center.
b373d88e7addf0b42a6edb3236b0e013,A stylized black and blue syringe icon.
thesantatitan_deepseek-svg-dataset_0002725,Generate svg code for an image that looks like: a black background with a white and red flower. Don't use markdown just give svg code
ad7370692ccf45080b0313e775fdc09b,The image shows a black padlock icon in an unlocked state against a white background.
62bc19fa5c982a11799d408868ea7a34,A simple gray microphone icon with a classic design.
01f9378aa823a0f5ac3ea1b849437c06,"The image features a green rectangular outline with rounded corners, containing a horizontal line near the top and a circular dot near the bottom."
52807a64aeff6b3ee944dea2c504a8ae,"The image shows black text on a white background, partially displaying the letters 'abc'."
ebb8b5e83943b0f9350eb5ab7005cbb7,A minimalist design featuring a white checkmark over a grid pattern.
687dcd7afc538b8d02cb79732e11f704,"The image consists of concentric circular rings in varying shades of gray, with the largest outer ring being medium gray and progressively smaller inner circles in lighter gray, culminating in a small central dot."
80626a7fb98cd3cda8c4c0166a414151,A simple blue sun icon with radiating lines.
thesantatitan_deepseek-svg-dataset_0003439,Generate svg code for an image that looks like: a black background with a white and red flower. Don't use markdown just give svg code
41d36fbc527fc6d0970316cdf3b932b1,The image shows a single orange speech bubble or thought bubble against a white background.
35af79d442bd937fbe614fd6aaaaa12c,"The image depicts a cloud icon in black outline with a black upward-pointing arrow inside, suggesting an upload action."
034434f25044347627650b37c6ded315,A black circular shape with a white upward-pointing arrow inside it.
8cc54422f6df100049df0fa8b3297e7c,"The image shows a simplified graphic of a laptop with a blue screen, gray body, and a single gray button at the bottom center."
71ee158a22a6097284b46695521992a7,"A black rectangular icon with rounded corners features a large white downward-pointing arrow in the upper section, a curved white wave-like shape below the arrow, and a horizontal white line near the bottom against a white background."
thesantatitan_deepseek-svg-dataset_0001094,Generate svg code for an image that looks like: a woman standing behind a table full of fruit. Don't use markdown just give svg code
thesantatitan_deepseek-svg-dataset_0003906,Generate svg code for an image that looks like: a black background with a white and red flower. Don't use markdown just give svg code
81f0ef2e89e860a114af2d8a4d133baa,A black speech bubble icon with three black dots inside on a white background.
5042ffa79825e6f2e6cee4a274ba4f5b,The image features a gold circular icon with a white computer monitor design at its center.
53327e66189097b0ff9f7e70945735dc,"A simple, black-and-white icon of a sad face with large circular eyes and a straight line mouth, enclosed within a rectangular border."
b360fa0926a8b1957b1f26088fe97853,The image features a black camera viewfinder icon with a circular lens on a white background.
6bc65b1d3307d18e1f92706020aa894b,"A black question mark is centrally placed inside a solid black circle against a white background, with the question mark's loop positioned slightly above the center of the circle and its dot below the loop."
90abc2f690f333e847fe3eb62fdef1a2,A gray arrow pointing to the left is positioned against a white background.
thesantatitan_deepseek-svg-dataset_0003980,Generate svg code for an image that looks like: a black background with a white and red flower. Don't use markdown just give svg code
1caebe7cd161b7e3bf1035a31da0b4ef,"A black rectangle with white rectangular sections and dots, outlined by a rounded white border."
ff14e5ee37528d960a1d1bbb4df6f6af,The image contains a black circular logo or icon on a white background.
87cde794689a999ad40b40ef03f88eba,A simple icon featuring a lowercase 'i' inside a circle.
f6a0318b5669d8be1abf0fb0a67b3b3b,"The image features a black speaker icon with a crossed-out symbol, positioned against a white background. The speaker is triangular with a rectangular base, and the 'X' mark overlays it diagonally, indicating that sound is muted or disabled."
2aa7a54fbec708d1adaa9f64f3da1336,"The image features a dark gray circular outline with a red inner circle at the center, surrounded by a decorative gray pattern resembling a ribbon or badge."
f3a0e52f983b046e6f352e38d7089225,A stacked square icon with three layers.
4af3c9ce4fd62efbbf0160a76f037b8d,The image features a combination of black lines forming a list-like structure on the left and a magnifying glass icon on the right against a white background.
63b3422cb2fe74e70f8e15f723077655,"The image features a blue circular arrow with an orange triangle pointing inward, forming a continuous loop design."
9ee3b1227a90cc9040d89e482e25e68a,"The image features a large teal circle with a smaller black circle centered within it, both set against a white background."
2c381c4126788a6b95c9150dc3a8a3d7,A simple black-and-white icon depicting a rectangular shape with a wavy top edge and a horizontal line near the bottom.
31ad93a7cf6591716bbc0ce785f8bb71,"The image shows a black and white icon of a calendar with horizontal lines and a header, all outlined with bold black strokes."
22e173a9-bc71-4d0d-84cf-1142060333ce,A blue light bulb with a single stripe.
dc5100694058a72a945a134e15530f0b,"The image features black uppercase and lowercase letters 'A' and 'a' centered against a white background, with the uppercase letter positioned to the left of the lowercase letter."
488042cf6eaa01e7845139e79a38e9fe,The image features a black circular outline containing a black currency symbol resembling the Japanese Yen (Â¥) in the center.
f9e624c0e186b0e0f75887c3e2131df1,"A black circular outline containing a single black left-pointing arrow at its center, set against a white background."
156591ee09bef9ff296a7fa6fa8354bb,A black five-pointed star is centered on a white background.
ed06fe4128c3e2b58109abdb2ba0d381,A stylized blue book icon with a star emblem on its cover.
ce3b6c429f39d502344ac6f7735f723e,"The image depicts a blue square icon with rounded corners, containing a black plus sign in the top center and a blue pen-like shape on the right side."
36489f49-310a-4c51-9f7d-0eab2ac0b3fe,A black logo resembling two stylized arrows pointing upwards and outwards.
c99a30ba9fd7fe64b935520102f66626,The image contains a gray icon featuring a star and an upward arrow inside a rounded square border.
a130002a99cc3648a24d412c456afdca,A stylized icon representing a currency exchange or payment terminal with a yen symbol.
c200cf487f7ddd974f2127c14a34e1b9,A floppy disk icon with a yellow background.
2b0cbea4570e361ff815e3f0fac0eabf,A simple gray arrow pointing to the right.
afe1611033a8ca58d13f71d60ea94f51,"The image features one large black rounded shape positioned centrally, with a smaller black semicircular shape below it, set against a completely white background."
cc76666c917bf608001d455150620f4d,"The image shows a stylized icon of a dark blue building with horizontal lines and a smaller vertical element on its right side, all set against a white background."
c40d10c549c1c80692ed3629d2cb9a27,"A green gift box icon with white details, featuring a ribbon on top, two white rectangles on the front, and a white section at the top."
28ef351b939259e4a6be864f5ca72123,"A black icon featuring three horizontal lines within a rectangular frame, all set against a white background."
ebcc1d50efe24a33abcd202b06d14e8a,The image shows a single black curved arrow pointing to the top right corner against a white background.
8feeaa885467f110de10a96773217f01,"A black-and-white illustration of Android's mascot, featuring a round head with two antenna-like structures on top, a horizontal line for the mouth, and a single dot for the eye."
6080026eb9cb1f3a9b1aadc079cf11c2,A black rectangular frame contains two white clock hands positioned at different angles within the center of the frame.
d4d9c2dc33c69955435c18bcd8714270,"Two arrows pointing in opposite directions, one to the right and one to the left."
ee8222e02bb32ce069918af785689b44,"A black circular outline contains a single black arrow pointing to the right, positioned centrally within the circle against a white background."
ea4ce6666c1d1e7fb21039f2e08dc3d9,A dark gray rounded square icon containing a filled arrow pointing left.
fde503da257b1af7293476a5590212d9,A minimalist circular icon with three curved lines intersecting within it.
2ba4c37562d2e2bffb8a0e02a2efac75,"An image features a black rectangular frame surrounding a white square, which contains two black circular shapes resembling eyes, each with a smaller white circle inside representing pupils. The right eye has a partial white triangle extending from its pupil, giving it an asymmetrical appearance."
41b38cf515cab74b8ccd839f826c2fa6,A stylized icon depicting a document with a downward arrow indicating download or sharing.
66eec18f9c8a1b693aab52c1eb617116,"The image shows a dark blue rectangular block with three horizontal white lines positioned near the center, against a plain white background."
df01fd16ec344d444235519b71c8c738,"An orange rectangular object with three horizontal lines inside it, accompanied by a smaller beige rectangle."
6cd2ff67e8c40d994115dc735aab04ab,"A black speech bubble icon with two white horizontal lines inside it, positioned centrally within a transparent background. The speech bubble has rounded edges, with one side curving towards the bottom right, suggesting an open end for speech or commentary."
9ad34e074349bc67029395238ce85ab5,The image shows a black question mark inside a black speech bubble with a pointed arrow on the right side against a white background.
11c1b206357e957e417b6fb820eb7ad0,A simple diagram representing a hierarchical structure with a central node connected to two other nodes.
5839a574d74b7f3cc7a7c48528f3cf2f,"The image shows three black, elongated, trapezoidal shapes arranged vertically, with two shapes positioned below and slightly offset from a third shape above them against a white background."
388ccc7936d31aaba4cecbff344ceb78,A minimalist spiral design with concentric curves in a light gray color.
ca2d3a6439b3cea6f1c633f719b13189,"The image contains a black rectangular shape with a white outline, featuring the white text 'AD' centered within it. Below the rectangle, there is a separate horizontal white line."
0a91f876f6c2294c12c2213f23830a4f,A simple black-and-white icon depicting an open padlock.
fa5c275c8505741224c926183f9170d7,A blue icon featuring a square with an upward arrow inside it.
291895a6f3bc0900648190cdfd70ffd6,The image features a black circular outline containing a white arrow pointing to the left.
7f5c6d9dd30f78f550c707acc5c17689,The image consists of an orange paperclip-shaped symbol centered within a light gray circular border against a black background.
d217ec5e54247f554658c0b55c0f7b88,The image shows a black circular arrow symbol with two arrowheads pointing in opposite directions on a white background.
3b35b6161536c913c2e925688e6e1909,"The image features a black icon with a white background. The icon consists of a rectangular shape with curved edges, containing a black star symbol at the top center and three horizontal black lines below it, resembling a simplified interface or menu design."
7b26043f0d13cda39371e4b339ebadf7,The image shows a stylized blue and purple suitcase icon with a handle at the top and a buckle-like detail in the center.
2179a3741a0ab1aa7c2d4662936b290c,"The image features a single black outline of an abstract human figure against a white background. The figure consists of a circular head and a rounded body, with no additional details or facial features."
d0316313-c830-4f01-9e3c-75e383512aa8,"A graphic icon resembling a location marker, often used to pinpoint a specific location on a map."
bef3b5702afe02ec752caa10c598f0fb,"The image contains a single black symbol resembling a stylized letter 'P' or a mathematical operator, centered on a white background."
8d9a73f5da5369b5ee2483cb71f2a498,A stylized logo featuring concentric arcs with a central 'i' shape.
7884ebaf59a1407a0d842e8fedb04ac6,Four gray L-shaped icons arranged in a 2x2 grid.
7a48e2e3e1cfc84084ee88f328768326,"The image features a single black geometric shape against a white background, composed of three distinct sections: an upper horizontal rectangle, a central vertical line, and a lower horizontal rectangle, connected by a zigzag pattern forming a stylized digit '7'."
9c33cfa86000008f09d0d07bc3a8867e,The image shows a simplified gray house icon with a dollar sign ($) centered inside it.
36a35cdca1a41057186eae176e77f782,A black flag icon is depicted inside a black square border on a white background.
2fe46e535a6daafd0ccf76ff1632c924,"The image depicts a black outline of a computer monitor with a wavy graph displayed on its screen. The monitor has a curved top edge and a flat bottom edge with a small horizontal line indicating the stand. Inside the screen, there is a single upward-trending wavy line, symbolizing a graph or chart. The background is entirely white."
e2f14b4772c54eab79d94ddd1086d4a8,A simple flag with a red circle centered on a white background.
c77bfcff2ef267f1687ee338811418a7,"The image shows a black outline of a rounded square shape containing a large black checkmark centered inside it. The background is completely white, creating a stark contrast with the black elements."
11de9db4bf6f7c89ccef2e8f5255f940,"A simple, stylized illustration of an orange pumpkin with a green stem."
31007fcfb3d29b96482936fef1627474,A blue circular shape with a yellow exclamation mark inside it.
bfea09a06494a8d5c375a442159b9711,"The image features a dark blue graphical icon consisting of a rectangular frame enclosing a wavy line that resembles an 'M' shape, with a circular dot positioned near the top right corner inside the frame."
9a44d8309fefe366bdfcf6dfe228d580,"A black clock-like symbol featuring a bold, rounded circle enclosing a single thick black line shaped like a 'J', positioned centrally within the circle against a white background."
e86ce2a192773fe0c96294a8e10623c4,"A black icon featuring a rectangular device with three circular indicators at the bottom, topped by three curved lines representing wireless connectivity, all set against a white background."
e77f70272bee4c42cfa1e4764dde6c86,A simple icon depicting three interconnected circles forming a triangular shape.
2431467e520986551714b65e3ab50e3b,The image shows a thick black circular outline on a white background.
e3ff37b0428b939fe5e6d2206eb44c50,Three pink circles arranged in an equilateral triangle pattern.
281f7a7bbedcc3dabe56c34309ce0bf7,A gray rectangular icon with a black video camera symbol featuring a circular lens and a triangular viewfinder.
3f93cf9a13f935ddbe2ca7a3a4ecaf44,"A dark blue circular logo featuring two smaller concentric circles with a stylized line and two dots, positioned centrally against a white background."
73dc2a469ca2158870c301e1659e5cb3,"A simple black outline of a house icon with a triangular roof, rectangular body, and a rectangular door centered at the bottom."
55b63de07f0b268ffa77a8b03658e48a,"The image consists of a black outline of concentric circles and a vertical line, all set against a white background."
d755512b6a9f00a406ea8e3f270d047c,"A blue speech bubble icon with three blue dots inside, set against a white background."
thesantatitan_deepseek-svg-dataset_0001383,Generate svg code for an image that looks like: a black background with a white and red flower. Don't use markdown just give svg code
259272d045228e1454dc73f20e4b21fe,The image features a black circular target with concentric circles at its center and four black arrows pointing outward from the circle's perimeter against a white background.
92d0bad60d4a2ea751692cd033980c49,A blue bell icon with a minus sign inside it.
8eedb7c0c6e1a7dc6478a6d5bfcf13cc,A stylized icon of an open menu with a green tray symbol.
thesantatitan_deepseek-svg-dataset_0000091,Generate svg code for an image that looks like: a black background with a white and red flower. Don't use markdown just give svg code
3e5411b8d69c89782f4bed8961cff046,"A black icon featuring a rectangular shape with rounded corners, containing four plus symbols in the upper section and a horizontal bar at the bottom."
c71073a4a5707759d10e007d44fc4387,"The image contains three horizontal rectangular bars of varying shades of gray, evenly spaced against a black background."
c77776e9794164682f323900334bba75,"The image shows a simple black silhouette of an open padlock against a white background. The padlock consists of two rectangular sections connected by a thin horizontal line, with curved tops that represent the locking mechanism. The overall design is minimalistic and symmetrical, with each side mirroring the other."
1bf29e037aafe2ae08195dbdbf2faf76,"The image features a single black lowercase letter 'f' centered against a white background, with the vertical stem extending from top to bottom and the horizontal crossbar positioned near the middle of the letter's ascent."
3165710c4ec1bc05e3bab203b84cfc31,A simple illustration of a trash can with a lid.
5c56c8e83a28b416d34f93edcf423b25,A simple icon representing a PDF file with a document shape and the letters 'PDF' below it.
a2d1bf0ffbd0fc75ac9844c67e3ac8a1,A simple line drawing of a bookmark with three horizontal lines and a wavy bottom edge.
a7bf945e602c0ee30df2488e8345a73a,A purple circular background with a yellow checkmark in the center.
33fc6704fa8896c6226925a5469d178a,A geometric pattern with yellow squares and blue outlines arranged in a grid-like structure.
c139a8b29b9859968a91b1bf01398bf3,"A black right-angle arrow pointing to the bottom-left, consisting of two perpendicular lines forming an L-shape."
67051f49ec5c07a61b227364e6407bab,"The image features a black outline of an eye shape against a white background. Within the eye shape, there is a larger black circle representing the iris, and inside it, a smaller white circle indicating the pupil. The overall design is simple, with no additional decorative elements or textures."
a098e1a674bcd08173931539cdba2d10,"A black rectangular icon depicting a monitor or screen with a white interior containing a black play button symbol, positioned centrally. The monitor has a small black stand extending downward from its bottom center, set against a completely transparent background."
3934bc76774295fc899af45abad83f8e,"The image shows a black square with rounded corners containing a white graphic of an open wallet with a snap button, centrally positioned within the square."
1c903cbbe8b92e6292611cdedfaf2554,The image features a simple icon with a dark brown plus sign enclosed within a dark brown square outline.
79bf8d9f20dc1cf8c3e934fccd65d8bb,"The image features a single black exclamation mark icon centered within a black circular border, set against a solid white background."
d645058c-a13b-4037-b678-4f552dda7902,The image is a plain black and white depiction of a brain.
b297a98b4fec85cf14ebd7c76650692f,"The image features a single, solid black rounded square centered against a white background."
ce65b6073bc13c7c49a3de3f8d4147ba,A green circular logo with a stylized letter 'H' inside it.
ed20e4cd7376531538942d2c48d3e4c8,"The image shows a simple structure with two vertical yellow poles and a horizontal black bar connecting them, resembling a goalpost or gate."
7dfad4292120247d624b6c854606c3ed,The image contains a black play button icon centered within a black rectangular frame on a white background.
f29bedbca87ea81a32b7792bfb63bf70,"A black square icon with rounded corners contains three horizontal white lines and three vertically aligned white circles to the left, set against a white background."
2ef74dcb56fec9cdb65f886d48e907aa,"A gray calculator icon with six circular buttons arranged in two rows, set against a white background."
905bf352882bf4051f047c7f34f80e06,"The image features a black geometric symbol composed of two stacked, irregular shapes against a white background."
b1df9406fc801aedf807c6b3dd282aed,"A red 'N' is divided by a blue diagonal line from bottom left to top right, intersecting with a blue 'L' at the bottom right."
ede6185e98b9c61569d2bb4c2d613a59,The image contains two horizontal orange lines of equal length positioned one above the other against a black background.
01e2bc534c3fe6195e9cdcbebc49e990,The image features an orange link icon enclosed within a gray square border.
6a2de049d0e5858fc8d4ac06c2e11f41,The image shows a black plus sign (+) on a white background.
c94c91661e9e7cf9d51a2ef866f747d9,A blue icon featuring an upward-pointing arrow enclosed within a partially outlined rectangle.
469010d65001bd0134ab971ebed57e19,"The image features a black rectangular shape with rounded corners, containing four white circular dots arranged in two vertical pairs. The dots are evenly spaced within the rectangle, creating a symmetrical design. The background is completely white, emphasizing the contrast between the black shape and the white dots."
337ef2a9-d933-4e5e-9f79-785fc00a6a2d,A stylized icon of an identification card with a person's silhouette and a barcode.
d52c96d48100ec4c181562ed38706c06,"The image shows a black square outline containing a stylized lowercase 'y' in the center, also in black, against a white background."
2e8f72965f63940764ff38841b0a9270,"The image features a black square outline containing a white inner square. Within the white square, there is a concentric circle design consisting of three black circular outlines of varying sizes, centered near the upper middle part of the inner square. Below the circles, there is a horizontal black line segment positioned at the bottom center of the white square."
d31eddc34316ae6f635e74dc1f04feb2,"A black icon featuring a square frame with a pointing arrow inside it, set against a white background."
d72fbbaa676efc3bbf4acd6755764b2b,A simple black microphone icon on a white background.
966cde599200ecd9eb6b13b1d79669f0,"The image features two gray triangular shapes pointing to the left, positioned side by side against a white background."
fbd82d1810836b13f7f4d4f9c2d3955f,A stylized robot with two eyes and mechanical arms is depicted against a purple background.
71e844325ba2a61a19a0bbc2bbc1de9d,A simple pink camera icon with a blue outline and a white lens.
thesantatitan_deepseek-svg-dataset_0001861,Generate svg code for an image that looks like: a black background with a white and red flower. Don't use markdown just give svg code
9dfcadfbe77e3a9d344fa097e4011604,A black triangular warning sign with an exclamation mark inside it.
460970e97a0b99580b580b281a8cdfec,"The image features a black line drawing consisting of two concentric arcs forming a partial circular shape at the top, with a solid black triangle positioned below it. The entire design is set against a white background."
aef27254394502ec4f6ee6a1a33f792d,The image consists of four gray abstract shapes arranged in a 2x2 grid pattern.
f94696acd9611124d18e698ea470ec87,A black star shape is positioned centrally on a completely dark background.
thesantatitan_deepseek-svg-dataset_0000834,Generate svg code for an image that looks like: the logo for the new logo for the new logo. Don't use markdown just give svg code
53080b81994859ccab1868b3112d4ecf,"A black outline of an irregular shape resembling a downward-pointing arrow with rounded edges, set against a white background."
a3d61defc645633b80ed8e138723ed53,A minimalist purple icon depicting a building with a rectangular structure and a smaller rectangle inside it.
8920d6b6-6849-4b3e-abe9-a367a192dece,A question mark is enclosed in a circle.
c3f57d7a317d8718fd68ae4e98529616,"The image shows a pie chart or partial circle with a turquoise interior and a dark brown border, featuring one prominent white line segment extending from the center to the edge."
2c76d7441a10f524ef326b042b097306,"A black icon featuring a stylized document with three horizontal black lines representing text, contained within a larger black border that gives the appearance of a tilted rectangle against a white background."
4f1015a98aa9e51b1d2e67e949839841,A minimalist circuit diagram icon with interconnected nodes within a square frame.
47af911fcf29bf61fdf8ea81ef955d3b,"The image features a dark blue icon consisting of a stylized circle and an arrow-like shape, with the arrow pointing to the upper right."
9fe2535b5fbcbfae159f688d4020aebe,"A set of three horizontal lines with small circles at their ends, resembling a simple slider or adjustment interface."
e105c7946f35f0183b584184b94257ef,The image consists of a black outline drawing of a house-like structure on a white background.
ee2648b55e124267dd840bf2e7216da8,"The image features a black Euro symbol (â¬) on the left, combined with a black arrow pointing to the left positioned on the right side of the symbol. The entire design is set against a white background, with no other elements present."
